id	lastName	givenName1	givenName2	dateOfBirth	sex	country	isAlive	locality	postcode	originalContext	recordDate
tdb-gmn	NOWLIN	MARGARITO	GRADY	1933-09-11	M	Australia	Y	Keilor East	3033	null	1999-09-27
h56-pz6	MCNUTT	OTIS	KENETH	1954-06-24	M	India	N	India		null	2016-08-25
if4-83z	OLESON	STUART	CONNIE	1965-11-21	M	Australia	Y	Parkwood (WA)	6147	null	2007-04-11
wfc-29t	STAMM	CORY	LINO	1949-02-14	M	Malawi	Y	Malawi		null	2012-01-13
xnn-fw3	CUNEO	ANTOINETTE	MARGARET	1968-12-27	F	Australia	Y	Macquarie	2614	null	2015-03-01
8f6-toj	FITTS	PANSY	BRENDA	1979-09-28	F	Libya	Y	Libya		null	2005-01-25
bab-xxa	LOTZ	ELVIS	BENITO	1948-06-25	M	Australia	Y	Balwyn North	3104	null	2003-09-03
ceo-f4n	ARMBRUSTER	KIRK	HAYWOOD	1990-11-22	M	Australia	Y	Normanton	4890	null	2002-01-16
xgo-u7d	CLINTON	GIOVANNI	MILES	1986-06-11	M	Australia	Y	Thevenard	5690	null	2005-02-18
x5m-g7t	MATHERNE	KAREN	LORINDA	1973-02-25	F	Australia	Y	Madeley	6065	null	2007-10-20
0ri-5mf	NICKEL	DANIELLA	MABLE	1946-05-28	F	Libya	Y	Libya		null	2014-01-17
s5y-qzb	MCCUMBER	WYNONA	CANDIDA	1980-07-17	F	Australia	Y	Dulong	4560	null	2005-10-22
2uq-z8j	SHEPHARD	WILLIAM	CHUCK	1975-05-26	M	Australia	Y	Callignee	3844	null	2015-09-15
zai-ckn	WEISS	SHELBY	TAMERA	1946-09-03	F	Australia	N	Wallacia	2745	null	2007-12-12
r5i-834	DICE	ALAN	OLLIE	1956-04-11	M	Australia	Y	Dernancourt	5075	null	2001-08-17
96c-wq6	MARX	MOHAMMED	ELMER	1952-09-20	M	Australia	Y	Mount Sheridan (Qld)	4868	null	1998-04-17
wrx-kyt	COPLEY	JUAN	DOUGLAS	1971-07-15	M	Australia	Y	Bonner	2914	null	2013-01-11
y5y-bun	PRAY	JOAQUIN	MARION	1966-07-09	M	Australia	Y	Punchbowl (Canterbury - NSW)	2196	null	2017-02-08
bje-b0c	NEVELS	CLEVELAND	TONEY	1992-06-15	M	Netherlands	Y	Netherlands		null	2008-08-25
6p8-jha	RAYMOND	CHAUNCEY	GALE	1963-01-19	M	Australia	Y	Bomaderry	2541	null	2015-05-20
433-xfe	LEITH	MILO	JACINTO	1982-03-26	M	Australia	Y	Marthaguy	2824	null	2009-05-25
b9z-x7c	KONG	MARCIA	SAMMIE	1995-10-23	F	Great Britain	Y	Great Britain		null	2017-08-08
7xg-3mt	BOPP	ALDO	LONNY	1938-06-19	M	Australia	Y	Frankston South	3199	null	1999-07-23
sbh-vdi	ZHANG	LUPE	LUCIO	1960-04-14	M	Australia	Y	Westminster	6061	null	2015-10-19
s0n-buw	SAIN	ARRON	VERNON	1988-03-13	M	Australia	Y	Padbury	6025	null	2011-01-04
oy6-n9x	LECLAIR	KANDY	SHELLEY	1984-11-21	F	Australia	N	Heathcote (NSW)	2233	null	2000-05-18
wur-iep	MEISSNER	ADRIA	GIOVANNA	1942-01-09	F	Australia	N	Woodbridge (WA)	6056	null	2004-06-06
ku8-ea3	SHAIKH	TAMERA	FLORIDA	1997-01-15	F	Australia	Y	Camden	2570	null	2007-06-02
zx6-bht	LOVING	DESHAWN	DEANGELO	1973-03-06	M	Australia	Y	Wattle Grove (WA)	6107	null	2004-01-17
e4k-fy7	HAGOOD	LEROY	JOSH	1960-06-20	M	Australia	Y	Richardson	2905	null	2006-09-13
jt6-xrj	DESMARAIS	JANICE	JEANNE	1936-02-10	F	Australia	N	Sunbury	3429	null	2001-07-15
jv0-0ky	ELLSWORTH	ED	ELVIN	1987-12-28	M	Ethiopia	Y	Ethiopia		null	2006-07-07
0vv-ixp	MARTINDALE	NORBERT	DENNY	1966-08-22	M	Australia	Y	Victoria Point (Qld)	4165	null	2006-04-01
amo-3ab	MEECE	CLEMENTE	ELVIS	1947-06-13	M	Australia	Y	Ewingsdale	2481	null	2003-09-11
i8f-e3z	BOHN	ELAINE	ETTA	1995-09-02	F	Australia	Y	Bomaderry	2541	null	2014-01-16
h90-8n2	FAIR	MELISA	BETSY	2008-01-13	F	Australia	Y	Dickson	2602	null	2015-05-02
uc6-b5r	HUMPHREYS	PHILIP	ROGER	1999-12-26	M	Australia	Y	Petrie Terrace	4000	null	2012-01-11
fj0-f8m	LOMBARDO	ROYCE	EUGENE	1999-03-12	M	Laos	Y	Laos		null	2016-07-22
ank-knv	FIRESTONE	ZOILA	LISA	1979-04-13	F	Nicaragua	Y	Nicaragua		null	2005-04-10
9c0-w3a	BRADEN	TITUS	WAYLON	1951-12-19	M	Australia	Y	Delahey	3037	null	2008-11-22
isg-rhd	MAHONEY	REYNALDO	SANG	1948-04-16	M	Australia	Y	Mount Lofty	4350	null	2008-12-17
cst-ca2	LAFOND	ZACHARY	LUCIANO	1934-09-02	M	Australia	Y	Palm Cove	4879	null	2003-12-14
zxt-8qs	ENGELS	ELSA	ANGLEA	1965-12-17	F	Australia	Y	Cranley	4350	null	2015-04-11
46b-bgn	DUNLOP	CHELSIE	LUPITA	1949-12-09	F	Australia	Y	Upper Caboolture	4510	null	2011-04-11
t4o-w3r	REAMER	RUTH	MARLENA	1995-01-15	F	Norway	Y	Norway		null	2016-08-19
rh5-ns5	HILDEBRANDT	JESUS	CARTER	1970-07-06	M	Australia	Y	Holland Park	4121	null	1999-04-13
u6r-c0o	PETER	RUTHIE	RANDI	1934-12-01	F	Australia	Y	South West Rocks	2431	null	1998-11-24
f20-zsx	FITZPATRICK	JENNA	NATALIE	1943-11-09	F	Equatorial Guinea	Y	Equatorial Guinea		null	2007-09-22
gjw-762	FLETCHER	PATTIE	JORDAN	2005-05-26	F	Australia	Y	Clear Island Waters	4226	null	2009-03-26
ki7-prq	WORSHAM	TONEY	SONNY	1996-08-19	M	Australia	Y	Seaford Meadows	5169	null	2017-03-18
hoj-yzc	HOBART	GARFIELD	JERE	1941-01-11	M	Australia	N	Balga	6061	null	2010-02-02
75f-wgq	CLOUSE	ALBA	JANEEN	1956-05-03	F	Australia	Y	West Launceston	7250	null	2005-05-04
ksj-khs	SCHMITZ	CALEB	CARMINE	1978-12-14	M	Australia	Y	Bellfield (Banyule - Vic.)	3081	null	2010-07-07
j77-4f5	SOKOL	WARD	GREGORIO	1968-01-05	M	Australia	Y	Highbury (SA)	5089	null	2006-01-15
pbt-ewc	LAL	KASEY	ARTURO	1957-02-28	M	Australia	Y	Clifton Beach (Qld)	4879	null	2009-05-18
utr-dji	MOZINGO	JAMIE	LIANE	1954-10-02	F	Australia	Y	Bucasia	4750	null	2008-10-22
0oy-g5e	MORELAND	COLBY	ARMAND	1967-04-05	M	Australia	Y	Hoppers Crossing	3029	null	2012-06-20
47g-v2w	CONNER	WILFORD	DICK	1960-05-14	M	Afghanistan	Y	Afghanistan		null	2006-08-23
0fn-e2k	AHERN	STEVIE	ULYSSES	1951-05-05	M	Australia	Y	Somerset (Qld)	4876	null	2014-07-28
g88-3hh	VAIL	LENNY	HERBERT	1949-11-27	M	Italy	Y	Italy		null	1999-10-15
6ip-2ai	SCHUBERT	DALE	GAYE	1971-03-11	F	Australia	Y	Banora Point	2486	null	2003-06-24
w3x-3ik	PAWLOWSKI	JUAN	QUINCY	1938-08-23	M	Australia	Y	East Wagga Wagga	2650	null	2001-01-18
e6x-cvn	RANSOM	MIRIAM	RENEE	1957-10-16	F	Somalia	Y	Somalia		null	2012-04-18
rth-t4y	CUFF	CONSTANCE	SHIELA	1980-05-07	F	Australia	Y	Seven Hills (NSW)	2147	null	1998-03-17
kqc-kxj	GROVE	ROSENDO	HOMER	1987-02-01	M	Australia	Y	South Townsville	4810	null	2004-10-28
7bw-f5x	GRAFTON	LAVERNE	SOPHIA	1983-07-08	F	Australia	Y	Alexander Heights	6064	null	2012-08-09
hij-qwg	FALLER	GENOVEVA	CAROLEE	1964-09-04	F	Australia	Y	Muchea	6501	null	2009-04-10
8sw-455	HARTE	BERNICE	ROSELLA	1997-01-18	F	Australia	Y	Carole Park	4300	null	2016-06-03
nw3-cqn	LINES	BRADY	EMORY	2009-06-13	M	Vietnam	Y	Vietnam		null	2016-09-04
k36-hry	CASCIO	CATRINA	LILLIAN	1947-09-27	F	Australia	Y	Hannans	6430	null	2006-11-25
n8t-zz7	CAUTHEN	LANETTE	KEISHA	1961-10-25	F	Australia	Y	Stapylton	4207	null	2006-07-11
o43-00u	MORAN	SHARONDA	CECILIA	1990-06-21	F	Australia	Y	Mount Barker (SA)	5251	null	2012-02-17
ot5-rju	ROTH	LOGAN	ALVARO	1983-11-15	M	Iran	Y	Iran		null	2004-04-03
m5t-sch	RUPERT	LUPE	MAX	1955-12-04	M	Australia	Y	Wangandary	3678	null	2010-11-11
5eq-nnf	WERT	JACKIE	JACINTO	2001-12-19	M	India	Y	India		null	2007-09-09
kkq-nhm	RAYNER	HARRIETT	KENYA	1972-08-19	F	Argentina	Y	Argentina		null	2015-02-18
r2e-tju	BENEDICT	NYDIA	NADA	1960-06-23	F	Australia	Y	Wunkar	5333	null	2011-04-16
6oo-3rv	POLLY	SOLOMON	BURTON	1951-05-21	M	Australia	Y	Kingsthorpe	4400	null	2012-01-09
u98-hqf	MCCOURT	LUIGI	ROSENDO	1968-11-03	M	Australia	Y	Alfords Point	2234	null	2014-07-02
s6u-io5	JASON	JIMMY	MARGARITO	1963-11-28	M	Argentina	Y	Argentina		null	2002-08-15
npz-0ic	NICELY	CRAIG	GUY	1985-01-07	M	Somalia	Y	Somalia		null	2004-02-24
q47-xku	STOLL	BRYCE	CRUZ	1932-02-07	M	Australia	Y	South Brisbane	4101	null	2001-12-12
969-xg0	MCQUISTON	ROXANNE	DEANN	1961-04-22	F	Australia	Y	Manly (NSW)	2095	null	2010-03-21
rma-ica	ROHAN	ROLAND	MALIK	1990-12-18	M	Lithuania	Y	Lithuania		null	2001-02-19
5mf-74j	SNOWDEN	SHERMAN	RAYMOND	1988-07-15	M	Indonesia	Y	Indonesia		null	2012-06-03
x66-j8w	NOONE	BERNITA	ISABEL	1992-06-11	F	Australia	Y	Towamba	2550	null	2014-11-10
d45-esn	KIRBY	DENEEN	NANNIE	1993-05-28	F	Australia	Y	Beaumont Hills	2155	null	2009-09-08
bhb-zmd	WOLD	LU	LINETTE	1972-05-05	F	Australia	Y	Collingwood Park (Qld)	4301	null	2002-12-02
5fj-ghq	WILES	SHAYNE	LEIF	1985-03-10	M	Australia	Y	Caulfield North	3161	null	2007-01-17
4sy-fp7	HUFFMAN	KAROLYN	TILLIE	1992-09-21	F	Australia	Y	Caulfield South	3162	null	2006-01-22
4bf-ovk	LORING	OLLIE	DANTE	1968-05-12	M	Australia	Y	Seven Hills (NSW)	2147	null	2004-12-14
6y9-n0s	CORDEIRO	JANNA	CARA	1977-02-05	F	Australia	Y	Goodger	4610	null	2014-03-22
rau-ws0	SIMONEAUX	AMBER	CANDY	1985-08-05	F	Australia	Y	Browns Plains (Qld)	4118	null	2004-04-21
2ig-jtb	BENCH	MATT	STANLEY	1989-11-27	M	Australia	Y	Applecross	6153	null	2001-12-22
j3b-a7r	BRETZ	ROSARIO	GERALDINE	1996-04-11	F	Guadeloupe	Y	Guadeloupe		null	2008-04-22
0ot-gbe	WANG	ABBIE	CHRISTOPHER	1966-01-22	F	USA	Y	USA		null	2007-02-07
u2m-t7c	KINSER	ELLIOT	CLAUDE	1981-04-25	M	Australia	Y	Coburg	3058	null	2005-04-13
mz2-nps	DUNNING	GREGG	WILBUR	1965-08-18	M	Australia	N	Cardiff South	2285	null	2005-06-26
4s9-88o	PRUDHOMME	ANGELICA	GENEVIEVE	1990-02-03	F	Australia	Y	Lancaster	3620	null	2002-09-14
brd-wf2	DEETER	NEAL	MARCEL	1962-11-07	M	Australia	Y	Beckenham	6107	null	2012-11-20
jwm-c94	WOOLRIDGE	MATT	OLEN	1972-01-14	M	Great Britain	Y	Great Britain		null	2017-01-03
j9j-8aj	VICKERY	DEWAYNE	FERMIN	1947-07-07	M	Australia	N	North Adelaide	5006	null	2016-06-24
vw0-96a	BUCHHOLZ	DUSTIN	RUDY	1957-11-14	M	Australia	Y	North Manly	2100	null	2006-11-25
ezj-dey	PALUMBO	CARMELLA	MARGE	1990-12-13	F	Australia	Y	Kippa-Ring	4021	null	2015-04-13
349-03z	CHILSON	VICKY	MARGIE	1980-11-14	F	Australia	Y	Gordon (ACT)	2906	null	1999-05-11
dzb-s5k	BARROS	SHIRLEY	MELODY	1981-05-12	F	Australia	Y	Watsonia	3087	null	2007-12-18
zp8-g0d	GUINN	ELMA	STEPHENIE	1936-03-17	F	Austria	N	Austria		null	2001-06-16
wha-x5r	WESCOTT	VINCE	COURTNEY	1945-03-19	M	Australia	Y	Urraween	4655	null	2002-10-04
09q-np0	MCCARTER	TERI	RONNA	1991-11-13	F	Australia	Y	Comboyne	2429	null	2008-05-28
50g-r8g	GILLILAND	MATHEW	PRINCE	1950-06-13	M	Australia	Y	Vincentia	2540	null	1998-09-10
sda-u7j	FIALA	LANE	BRADY	1950-03-24	M	Australia	Y	Bondi	2026	null	2005-02-07
9p2-au3	MUSIC	BRANDIE	THEDA	2001-11-15	F	Australia	Y	Shailer Park	4128	null	2016-02-11
osk-qq9	KOLLAR	DOREEN	HERMELINDA	1980-11-13	F	Australia	Y	Springbrook	4213	null	2010-06-04
edu-c9n	BORDEN	KORY	FELIX	1965-07-16	M	Australia	Y	Cocoroc	3030	null	2008-02-07
86p-3d4	PAQUETTE	ANH	DALIA	1963-02-28	F	Australia	Y	Adelaide	5000	null	2006-07-19
459-h7e	CLAY	NICK	ERIK	1952-08-27	M	Australia	Y	Wonthella	6530	null	2002-04-17
frn-o3g	SCHROCK	KERRIE	ALIDA	1986-10-22	F	Australia	Y	Urraween	4655	null	2017-10-28
uxp-gjj	TREXLER	TOBIAS	LOWELL	1974-04-09	M	Fiji	Y	Fiji		null	2003-09-16
cp0-uwd	DEVER	RANDOLPH	EMMANUEL	1963-07-03	M	Australia	Y	Craigieburn	3064	null	2016-07-11
znx-44j	GINGRAS	LADONNA	LONA	1937-03-15	F	Australia	N	East Ryde	2113	null	1998-01-20
vhf-cxd	CHAPPLE	ZENA	LETITIA	1991-04-20	F	Honduras	Y	Honduras		null	1998-06-04
cdi-rip	QUIMBY	PRICILLA	KISHA	1990-12-06	F	Australia	Y	Bridgman	2330	null	2014-04-14
2g4-d5q	KIRKHAM	WESLEY	ALPHONSE	1984-08-07	M	Australia	Y	Mount Rascal	4350	null	2006-10-03
bon-qj8	DORSEY	WERNER	GONZALO	1969-01-21	M	Afghanistan	Y	Afghanistan		null	2001-01-24
ek3-qs5	KIME	NOEMI	THELMA	2007-01-16	F	Australia	Y	Pagewood	2035	null	2017-07-07
n5e-fzc	CRUMP	JANIE	ALVA	1998-10-14	F	Australia	Y	Bonny Hills	2445	null	2006-07-20
odb-tee	MCSWEENEY	BLAKE	RANDAL	1984-09-20	M	Australia	Y	Farrar	0830	null	2007-09-23
d0k-2wk	BULLEN	BRET	KEVIN	1998-09-28	M	Australia	Y	Hallam	3802	null	2016-07-15
ymh-30a	WONG	PATRICIA	RACHEAL	1987-08-08	F	Timor Leste	Y	Timor Leste		null	2017-03-04
fk6-gz9	REAM	QUINCY	RANDALL	2011-02-10	M	Australia	Y	Brooklyn Park	5032	null	2017-04-16
vhe-49v	VARNEY	JAMAAL	HOLLIS	1973-11-01	M	Austria	Y	Austria		null	2004-11-15
jkp-ipk	KIMSEY	JARROD	FELTON	1981-04-09	M	Australia	Y	Steiglitz (Qld)	4207	null	2016-04-21
f7j-oav	WYNNE	PAULA	MARLENE	1966-01-04	F	Chile	Y	Chile		null	2015-04-28
mqp-09x	BLAYLOCK	MAUDE	JUSTINA	2002-04-27	F	Australia	Y	Queenscliff (NSW)	2096	null	2015-04-05
4dn-wxd	ASHMAN	FREDDIE	NAPOLEON	1977-10-03	M	Australia	Y	Kings Beach	4551	null	1999-07-12
f2m-2tf	CAHOON	FRANKLYN	NORMAND	1986-12-22	M	Australia	Y	Augustine Heights	4300	null	2008-01-28
pik-7n5	SIEWERT	CARMELO	GERARDO	1937-08-02	M	Australia	Y	Burnside (Vic.)	3023	null	1998-02-19
6hu-rk3	BATSON	ROLAND	DARRYL	1966-11-01	M	Australia	Y	Blackmans Bay	7052	null	2002-08-03
u3s-34n	SPOONER	RUFUS	LORENZO	1999-06-16	M	Australia	Y	Yulecart	3301	null	2015-09-13
8cd-5v8	GROVER	JEANINE	DOREEN	1988-06-28	F	Australia	Y	Glenhaven	2156	null	2010-07-17
rii-3z2	GAMBINO	AMPARO	THERESE	1964-05-04	F	Australia	Y	Westleigh	2120	null	2017-12-09
3mr-i3z	BALDRIDGE	SHIRLEY	DAISY	1959-01-13	F	Australia	Y	Colongra	2262	null	2010-06-11
ezd-cic	KOBER	DESHAWN	SEYMOUR	1969-01-24	M	Australia	Y	Ruse	2560	null	2007-04-25
9se-0oc	FISCUS	SAUL	OTTO	1984-08-12	M	Azerbaijan	Y	Azerbaijan		null	2005-04-18
7pa-vum	TAGGART	MARITZA	MANDY	1954-12-01	F	Australia	Y	Bomaderry	2541	null	1999-11-23
rie-5rv	ALLEE	MARIA	LACY	2002-12-01	F	Australia	Y	Tottenham (Vic.)	3012	null	2006-01-04
dg3-xgs	GALLAGHER	GENE	LILLIE	1989-01-15	F	Australia	Y	Pakenham South	3810	null	2012-06-02
s5e-h7o	WALZ	BOYD	WINFRED	1983-05-03	M	Australia	Y	Wakeley	2176	null	2007-07-24
o4h-aar	WEIS	JESSIE	JACQUES	1952-10-17	M	Australia	Y	Mardella	6125	null	2015-05-11
jzj-do6	EHRLICH	MARSHALL	PRESTON	1939-06-05	M	Australia	N	Binningup	6233	null	2003-06-14
jyi-a28	SONG	DOMINGO	DENIS	1984-02-23	M	Australia	Y	Linden (NSW)	2778	null	2000-10-25
exa-mh7	CARLETON	NOLAN	MONTY	1996-02-16	M	Australia	Y	Niagara Park	2250	null	2010-06-16
ap8-zim	GORSUCH	VICTOR	MALCOLM	2003-01-04	M	Australia	Y	Moonah	7009	null	2008-12-20
80o-f0i	PEPIN	AIMEE	ADRIANE	1982-02-01	F	Australia	Y	Tingun	4455	null	2008-01-23
92d-hgm	MOELLER	ANTONY	MARVIN	1990-10-09	M	Solomon Islands	Y	Solomon Islands		null	2008-09-04
t6z-5m4	TING	DANILO	WARNER	1974-11-12	M	Australia	N	Acacia Gardens	2763	null	2004-02-13
pbd-gt6	REINHARD	CRISTINA	MARIANNA	1992-04-07	F	Australia	Y	Thevenard	5690	null	2014-10-03
iiy-2kj	RIDDLE	CARMINE	ANTOINE	2011-12-15	M	Australia	Y	Willetton	6155	null	2016-11-01
0ee-hr3	MCDONOUGH	HILTON	BRENTON	1944-12-09	M	Australia	N	Sawtell	2452	null	2009-07-13
kpz-dma	GAGNON	ISAIAH	NICK	1973-11-24	M	Norway	Y	Norway		null	2000-02-19
uwe-ozz	LYNN	GENA	NONA	1949-08-21	F	Australia	Y	Telopea	2117	null	2011-05-10
sjm-3f3	REDFIELD	DANIAL	WHITNEY	2001-10-13	M	Australia	Y	Queenscliff (Vic.)	3225	null	2011-03-20
5ap-dtt	SMOOT	NORRIS	MARGARITO	1949-02-06	M	Turkey	Y	Turkey		null	2013-10-09
q6t-qcc	MEANS	PERRY	JAMEL	1959-11-06	M	Australia	Y	Palm Beach (Qld)	4221	null	2003-09-23
eg3-4th	CHENG	FELIX	LAMONT	1960-08-04	M	Finland	Y	Finland		null	2008-06-17
dzb-592	CLAPPER	MATT	DION	1987-08-18	M	Australia	N	Pakenham Upper	3810	null	2009-08-14
x5q-qbh	PIMENTAL	NEREIDA	GRACIELA	1987-08-23	F	Australia	Y	Hallam	3802	null	2014-01-28
wjc-3mp	ASHMAN	GREGORIA	ZONA	1999-11-25	F	Malta	Y	Malta		null	2009-02-09
9wy-rnw	CUSHING	ADELAIDE	CINDY	2002-02-05	F	Australia	N	Eden Hills	5050	null	2009-01-26
rki-zqz	FOUST	REGINA	WHITNEY	1975-03-21	F	Australia	Y	Toormina	2452	null	2011-08-20
e9f-0x4	DEFRANCO	ELISHA	CORY	1948-09-28	M	Australia	N	Humevale	3757	null	2012-01-01
v2u-o4v	OLSON	LIBBY	PHYLIS	1943-12-13	F	Australia	Y	Northcote	3070	null	2002-02-04
hsq-b55	OSTERHOUT	MATILDE	MODESTA	1978-06-22	F	Australia	Y	Holden Hill	5088	null	2013-09-13
gk3-v6t	FELLER	ADAN	TOBIAS	1973-10-21	M	Australia	Y	Wollongong	2500	null	2014-11-19
5sh-ys7	BICE	MACK	TYRON	1987-01-12	M	Australia	Y	Denhams Beach	2536	null	2012-07-24
zi6-q5d	HARTUNG	GREG	RICK	1944-07-25	M	Australia	Y	Sunshine (Vic.)	3020	null	1998-01-02
grz-b6t	BREWTON	RUTHIE	REYNA	1995-08-27	F	Australia	Y	Maryborough (Qld)	4650	null	2010-12-06
2kr-fge	CIMINO	TINA	KATHY	1967-05-16	F	Australia	Y	Greenwith	5125	null	2016-08-03
wdm-hgg	TRUMBLE	THEO	TERRELL	2007-06-23	M	Australia	Y	Collaroy (NSW)	2097	null	2014-07-24
sma-oxu	BRINSON	ELSIE	NICOLE	1931-08-24	F	Australia	N	Braemore	4313	null	1999-10-03
4x6-3v5	YOUNGMAN	LORNA	CHARITY	1966-09-01	F	Australia	Y	Warranwood	3134	null	2014-12-04
kgr-igp	FRENCH	ANDRES	SONNY	1952-06-02	M	Australia	Y	West End (Brisbane - Qld)	4101	null	2010-06-16
h4h-h5o	ARENA	MARQUIS	WILLIE	1966-10-25	M	Australia	Y	Artarmon	2064	null	2015-07-26
2jo-wai	HOOKS	RUDOLPH	MOHAMED	1966-01-01	M	Togo	Y	Togo		null	2017-07-21
20x-s8t	VARNELL	COLE	JEAN	1942-07-23	M	Australia	Y	Stamford	4821	null	1998-10-19
y3o-uge	BRODERICK	VENITA	CARLY	1941-01-21	F	Australia	Y	The Lagoon	2795	null	2000-11-26
xd8-otp	CUTTS	LARISSA	JEANETTA	1951-04-23	F	French Guiana	Y	French Guiana		null	1999-07-18
0ii-jja	KISER	IRVIN	CURT	1987-02-13	M	Australia	Y	Forest Glen (Qld)	4559	null	2008-06-25
f5a-5rc	SPRINGFIELD	NYDIA	OMA	1933-03-24	F	Australia	Y	Inkerman (Qld)	4806	null	2000-09-23
biv-p0n	DOCTOR	AUGUSTA	CHARMAINE	1973-01-26	F	Australia	Y	Maroochydore	4558	null	2007-12-14
8dr-kae	BLAZER	CELIA	HEIDI	1965-12-19	F	Australia	Y	Carrum Downs	3201	null	2003-07-17
dd5-jvg	THAYER	QUENTIN	COLEMAN	2000-07-05	M	Australia	Y	Deer Park	3023	null	2013-04-24
t4i-678	STANDRIDGE	JERMAINE	CLAUDIO	1994-03-17	M	Australia	Y	Yanchep	6035	null	2007-10-09
92x-hru	HORNSBY	SUNG	EFREN	1947-12-02	M	Australia	Y	Ransome	4154	null	2005-02-16
fkz-mbp	HARRELL	CLEO	HARLAN	1978-05-15	M	Australia	Y	Northcote	3070	null	2014-04-12
s2v-9gq	COVELL	ELIA	KATIE	1952-12-23	F	Australia	Y	Lexton	3352	null	2009-11-17
a67-tkb	MICKELSON	HAL	RODERICK	1941-09-06	M	Australia	Y	Mount Hutton (NSW)	2290	null	2000-02-23
d23-knd	STURGIS	ISABEL	MILAGROS	1946-08-07	F	Australia	Y	Parkwood (Qld)	4214	null	2013-10-26
z3p-598	CORDER	FELTON	DANE	1963-06-03	M	Australia	Y	Noranda	6062	null	2009-09-01
fo0-iyp	SEABROOK	LUE	ROCHELLE	1955-07-25	F	Australia	Y	Methul	2701	null	2010-09-23
3kh-68e	CARLE	NEVA	JEWEL	1992-01-28	F	Australia	Y	Casuarina (WA)	6167	null	2009-10-10
own-r6n	LIEN	ETHAN	ANDRE	1941-03-10	M	Australia	Y	Park Avenue	4701	null	2007-06-17
quk-t87	SEAGRAVES	RAMIRO	PHILIP	1952-04-19	M	Australia	Y	Erskine (WA)	6210	null	2015-02-18
t2k-3yy	WIENER	EARL	CHADWICK	1951-06-23	M	Australia	Y	Bridgeman Downs	4035	null	2008-05-06
cxd-jec	LOOSE	GREGORIO	ARON	1967-10-18	M	Australia	Y	Blackett	2770	null	2003-04-13
une-2bx	CARBERRY	JOSE	AVA	1991-09-04	F	Australia	Y	Boyanup	6237	null	2005-02-10
ytd-9uo	QUICK	DEMETRA	AGATHA	1994-07-26	F	Brazil	Y	Brazil		null	2005-12-06
xmo-rkt	SERGENT	LUANNE	SHIRLEY	1986-08-15	F	Somalia	Y	Somalia		null	2015-08-26
upy-9ja	ANSLEY	KALA	MILLICENT	1947-10-07	F	Liberia	Y	Liberia		null	2001-09-26
bg7-s0q	PAGEL	ZACHARIAH	SEYMOUR	1992-07-05	M	Australia	Y	Thornbury	3071	null	2001-06-06
q2k-db8	WINFIELD	JULIETA	NANCY	1986-06-13	F	Australia	Y	Chippendale	2008	null	2009-07-04
snx-3p7	NIEMEYER	ANABEL	THUY	1991-03-17	F	Australia	Y	Molendinar	4214	null	2006-01-04
ma3-84t	ARCENEAUX	SAMATHA	UNA	1938-04-21	F	Australia	N	Macquarie Park	2109	null	2002-08-10
fce-jn5	GEISLER	ANDRES	TOD	1997-01-09	M	Togo	Y	Togo		null	2001-05-06
o5w-po4	PAINE	KYLE	DARREN	1993-10-27	M	Australia	Y	Campsie	2194	null	2009-01-07
itx-py7	BURKHART	BETSY	AUTUMN	1938-07-28	F	Australia	Y	McDowall	4053	null	2001-09-15
35v-icv	CROWTHER	LORENZA	JULIETA	1945-07-20	F	Australia	Y	Stockleigh	4280	null	2003-04-05
pxx-yym	AUTEN	HIPOLITO	KING	1973-05-16	M	Australia	Y	Kabra	4702	null	2010-03-16
bvf-ktw	GARRY	IMELDA	SHARONDA	1983-01-14	F	Australia	Y	Derrimut	3030	null	2012-09-18
skg-vjt	TIBBS	ASHTON	LINA	1943-11-16	F	Cameroon	N	Cameroon		null	2010-04-21
eet-c4y	MOLITOR	HALLIE	LUANN	2009-10-07	F	Australia	Y	Brighton East	3187	null	2016-10-07
o77-kym	SUMRALL	JUANITA	ALENA	1966-08-13	F	Australia	Y	Preston (Vic.)	3072	null	2005-05-03
anf-8mr	TOWNS	ERIN	FREDERIC	1974-02-11	M	Australia	Y	Cudmirrah	2540	null	2010-01-13
gdf-kg7	BRODERICK	DARCI	TARYN	1944-09-11	F	Australia	Y	Mitcham (Vic.)	3132	null	2001-08-04
jqr-iu9	HAWES	CHERI	ELINOR	1995-02-11	F	Australia	Y	Whiteside	4503	null	2011-10-06
jt7-czi	CLAYTON	BILLY	CHANG	1944-03-12	M	Thailand	N	Thailand		null	2012-12-25
r9g-zxd	PICK	ELMO	MAURICE	1970-11-09	M	Australia	Y	Meryla	2577	null	1999-09-17
wye-dqi	WILBUR	REED	JASPER	1966-07-06	M	Australia	Y	Keilor East	3033	null	2006-09-12
xhu-sjv	EICHER	LEESA	KARIN	1981-04-13	F	Australia	Y	Melville (WA)	6156	null	2004-08-23
uvh-22d	MASSARO	KELLY	AHMED	1976-11-16	M	Australia	Y	Nirranda	3268	null	2015-11-27
c8m-sg9	MURCHISON	BROOK	DARLENE	1937-02-14	F	Australia	Y	Port Botany	2036	null	2001-03-03
p8u-3t2	RIDENOUR	CARROL	CHELSEY	1977-03-03	F	Malaysia	Y	Malaysia		null	2015-04-08
kid-gts	RHINEHART	DUSTY	GLEN	2010-07-15	M	Australia	Y	Rasmussen	4815	null	2016-10-03
