id	lastName	givenName1	givenName2	dateOfBirth	sex	countryOfCitizenship	isAlive	nominalLocality	nominalPostcode	recordDate
62m-aut	DAM	WINSTON	EVERETT	1942-05-01	M	Jordan	Y	Jordan		2001-03-27
bku-a8n	BUCKMASTER	CANDELARIA	KELLEY	1963-01-26	F	Australia	Y	Nungatta	2551	2014-02-23
cnx-vzt	VILLANI	ROYCE	GREGORY	1979-04-09	M	Madagascar	Y	Madagascar		2007-03-06
g89-v0q	BRADBURN	EDWIN	KING	1950-08-05	M	Tunisia	Y	Tunisia		2008-04-25
mau-f4d	SHOCKLEY	GAIL	DARIN	1947-09-25	M	Pakistan	Y	Pakistan		1999-07-07
f4w-7jb	GODSEY	DORTHY	LORRI	2004-09-25	F	Lebanon	Y	Lebanon		2010-10-21
fvs-mwk	KOEHLER	CARYL	DANITA	1991-06-21	F	Australia	Y	Walkerville (SA)	5081	2015-06-14
oge-9uw	FRANK	DALE	NOLA	1976-10-21	F	Lithuania	Y	Lithuania		2016-12-08
hwf-urq	QUAN	COLLEEN	MARCELA	1997-01-04	F	Australia	Y	Whyalla Norrie	5608	2011-10-05
to2-y65	CARON	DEVIN	BARNEY	1977-11-04	M	Australia	Y	Port Elliot	5212	2001-08-27
7vn-dex	MOBLEY	DARRICK	TOMMY	1961-04-17	M	Australia	Y	Ardrossan	5571	2001-08-06
2qc-ri8	BUTTON	STEWART	EDWIN	1953-04-12	M	Australia	N	Red Rock	2456	2015-03-14
t59-mh2	COURSEY	CARROLL	ANDREA	1992-07-06	F	Australia	Y	Dale	6304	2006-02-17
iyj-og2	KEPHART	ANDREA	WINSTON	1950-01-17	M	Australia	Y	Donovans	5291	2008-04-26
pb9-gfi	SHEPARD	THEO	MERRILL	1966-08-08	M	Australia	Y	Freshwater (NSW)	2096	2016-05-26
0oy-hoi	MILLSAPS	GREG	TRACEY	1937-02-16	M	Australia	Y	Camperdown (NSW)	2050	2003-04-18
8ux-2t7	CARTY	JASON	QUINTIN	1935-02-04	M	Germany	Y	Germany		1999-08-17
k5q-b9r	WINGERT	KENT	RAMON	2001-04-11	M	Australia	Y	Darling Point	2027	2006-08-08
x42-00f	DUPREE	BERTRAM	TYRON	1968-11-19	M	Australia	Y	Brownsville	2530	1999-08-19
9tj-9de	HENDRY	ISMAEL	HOMER	1993-02-03	M	Singapore	Y	Singapore		2009-06-24
hxt-vr2	TANKSLEY	DUSTIN	ARON	1951-10-01	M	Australia	Y	Rheola	3518	2017-12-06
grx-dk0	SADLER	KORY	PASQUALE	1950-04-20	M	Australia	Y	Chepstowe	3351	1998-06-16
5n3-kxx	HUMPHREY	JERRIE	JERALDINE	1970-11-25	F	Australia	Y	Stamford	4821	2012-12-27
8jv-3wx	OLESON	ROYAL	CURT	1981-06-17	M	Australia	Y	Loxton	5333	2001-02-19
tu7-y7k	BRETON	THOMAS	JONI	1966-06-06	F	Australia	Y	Ducklo	4405	2012-05-02
2ro-u87	EVANGELISTA	CALEB	TERRANCE	1943-03-28	M	Finland	Y	Finland		2006-03-08
fkq-nj4	YOUNGER	RAY	BELINDA	1958-07-19	F	Australia	Y	North Maclean	4280	2002-04-07
z2s-s3x	LOTT	JERE	THURMAN	1967-09-23	M	Australia	Y	Uduc	6220	1998-07-09
ej8-vj9	GILMORE	CORA	THELMA	1968-07-11	F	El Salvador	Y	El Salvador		2004-08-04
g4n-soj	WEILER	FILIBERTO	SANG	1957-08-24	M	Australia	Y	Tamborine Mountain	4271	2013-07-25
ahn-ga4	MORMAN	MAY	IRA	1949-09-01	F	Burkina Faso	Y	Burkina Faso		2004-07-21
9kt-dec	BARNEY	PHILLIP	ARDEN	2002-03-17	M	Australia	Y	Eaton (WA)	6232	2011-04-03
tzw-q80	WALTON	PRESTON	GARTH	1945-10-25	M	Fiji	N	Fiji		2012-04-16
ntu-42k	BOSTWICK	DINO	STANLEY	1964-08-11	M	Australia	Y	Port Elliot	5212	2002-06-13
5kj-igm	GIORDANO	EDDY	RUBIN	1994-01-14	M	Australia	Y	Queenscliff (Vic.)	3225	2003-06-11
uzv-wpn	BONHAM	DARRYL	BRENDON	1996-11-24	M	Australia	N	Corio	3214	2006-10-21
sqi-9ox	HULBERT	EULA	VIRGIE	1994-05-17	F	Australia	Y	Nungatta	2551	2012-10-06
03x-ioz	MELLON	MARJORY	MARVA	1954-08-12	F	Australia	Y	Asquith	2077	2016-11-13
vda-ec5	HOWES	ALANA	CARRI	1972-09-13	F	Australia	Y	Willyaroo	5255	2013-12-01
8x6-54y	LUCK	ALANNA	JODIE	1950-01-06	F	Australia	Y	Leinster	6437	2004-01-14
ffq-g02	LESSARD	DICK	LINCOLN	1995-05-03	M	Australia	Y	Grange (SA)	5022	2016-07-05
sv3-t27	JACOB	SAMMIE	VAN	1966-07-17	M	Australia	Y	Mudjimba	4564	2016-07-10
pxu-icq	KENNEY	RUFUS	DEANDRE	1996-12-20	M	Vietnam	N	Vietnam		2005-12-18
i69-xvy	DANNER	SALLIE	PORTIA	1993-02-15	F	Australia	Y	Brighton (SA)	5048	2008-01-04
588-9cb	GUPTA	SHARON	BETTINA	1984-04-09	F	Australia	Y	Morganville	4671	2000-03-28
35a-xag	HOOPER	JENA	CLARE	1952-04-16	F	Australia	Y	Carrington (Newcastle - NSW)	2294	2005-02-02
q04-9s4	SCHAUER	DWAIN	BERNARD	1956-04-07	M	Australia	Y	Beachport	5280	2008-06-20
sqk-xbn	BOOS	VICKIE	DULCE	2011-08-25	F	Norway	Y	Norway		2016-08-10
fbm-s2s	CLYBURN	PETER	TIMMY	1953-02-27	M	South Africa	Y	South Africa		2012-07-26
oqy-d08	TUNSTALL	DUDLEY	DARREL	1991-12-19	M	Australia	Y	Kalorama	3766	2013-01-04
i7p-uwa	BREY	ARLEEN	MAJORIE	2002-03-10	F	Australia	Y	Quorn	5433	2015-04-01
amd-9wp	TRAHAN	ALBERT	EMILIO	1991-05-16	M	El Salvador	Y	El Salvador		1999-06-04
4c5-fd9	HERNDON	WILLIAM	RORY	2000-11-22	M	Colombia	Y	Colombia		2014-12-21
rnw-fbq	TRAMMEL	IRVING	BUDDY	1958-12-01	M	Australia	Y	Glenfield (NSW)	2167	2007-04-17
o8o-ubs	SADOWSKI	DAYNA	CHANTAL	1972-02-10	F	Australia	Y	Kew (Vic.)	3101	2013-08-06
0ph-8y6	SORRELL	BRITTANI	DAWN	1991-07-15	F	Australia	Y	Taranganba	4703	2006-09-01
jzm-hs3	READER	STEWART	RUDY	1952-05-21	M	Australia	Y	Findon	5023	2000-10-18
ppb-av8	MCCORMICK	KENTON	HUNG	1990-05-20	M	Australia	Y	Corowa	2646	2002-03-03
tyz-iow	ECCLES	JUNG	JANNIE	1934-07-01	F	Nigeria	N	Nigeria		1998-10-23
ebb-62i	BOURKE	MINA	MELISA	1990-05-23	F	Great Britain	Y	Great Britain		2001-03-25
8iu-esh	SALYERS	CASEY	DARNELL	1983-12-16	M	Libya	Y	Libya		2006-03-15
sz6-we7	SHOCKEY	MARLYS	KRISTINE	1968-09-23	F	Italy	Y	Italy		2002-04-28
kkg-0nm	CREMEANS	GARRET	STEFAN	1963-08-01	M	France	Y	France		2013-12-05
df9-0hx	KEATON	OCTAVIO	FERDINAND	1979-05-03	M	Australia	Y	Hectorville	5073	2000-06-21
s7a-bwp	ALVEY	CALVIN	ASHLEY	1957-04-17	M	Australia	Y	Wyndham (WA)	6740	2007-03-24
uoj-2wb	MCCLENDON	FLORENCIO	LEO	1991-11-03	M	Georgia	Y	Georgia		2017-01-15
u9m-cma	DUNTON	CHARLIE	LAMONT	1996-05-07	M	Australia	Y	Boulder	6432	2008-06-02
p4m-746	FREDETTE	AURA	LIZABETH	1976-09-13	F	Australia	Y	Darlington (WA)	6070	2014-03-23
v0p-9a8	GARY	HALEY	LISSETTE	1983-06-14	F	USA	Y	USA		2015-10-27
c38-ngo	LASHLEY	RAYFORD	RAYMON	1960-01-02	M	Australia	Y	McDowall	4053	1999-03-26
wfh-9s7	SEIBERT	EDA	AURELIA	2006-10-08	F	Chad	N	Chad		2011-05-15
m9x-6rs	STAGGS	CARRI	BARB	1953-05-01	F	Indonesia	Y	Indonesia		2008-06-22
7m5-si4	HYLAND	BLANCH	MALISSA	1958-03-25	F	Lebanon	Y	Lebanon		1999-06-16
vzf-7hg	LURIE	HOBERT	WALLACE	1969-02-07	M	Norway	Y	Norway		2010-12-20
ffe-0op	LOFTIN	BRENDAN	GARY	1943-06-02	M	Laos	Y	Laos		2001-11-27
eze-p3z	MAHAFFEY	VENESSA	KAROLYN	1999-02-11	F	Australia	Y	Meadow Flat	2795	2008-02-28
hst-a4w	BOLIN	ALEC	LEO	1960-08-14	M	Australia	Y	Ringtail Creek	4565	2003-11-06
v0w-7ya	CUSICK	IDA	ESSIE	1941-02-10	F	Australia	Y	Beecroft	2119	2010-01-15
pr4-5pd	ENGLE	DOUGLASS	DALTON	1991-01-23	M	Australia	Y	Bayswater (WA)	6053	2006-01-14
tab-ymx	MRAZ	DICK	ADAM	1997-06-07	M	Mexico	Y	Mexico		2014-10-12
24g-c5k	AUGUST	NETTIE	CLARICE	1983-07-26	F	Australia	Y	Grandchester	4340	2007-10-13
36a-f7a	RINGER	JENNIFFER	ALEXANDRIA	1972-01-08	F	Australia	Y	Macclesfield (Vic.)	3782	2007-04-07
rj3-jez	BRANNAN	JOSEF	EZEKIEL	1977-05-08	M	Guinea	Y	Guinea		2017-02-04
03x-gqg	AULD	RAPHAEL	ALEC	1953-05-01	M	Australia	Y	Abbotsford (Vic.)	3067	2010-12-23
y8o-d88	LANZ	REUBEN	ELTON	1971-08-18	M	Pakistan	Y	Pakistan		2011-01-21
o6n-hmj	MESSINGER	ALAN	SHAWN	1983-07-17	M	Australia	Y	Kiels Mountain	4559	2017-05-13
igb-n03	KITCHEN	DINO	ARCHIE	1965-05-10	M	Australia	Y	Yirrkala	0880	2004-03-17
gdv-q4t	SIBLEY	MANDY	ELSA	1965-12-22	F	China	Y	China		2010-06-08
8s3-rey	BROCKMAN	GILLIAN	LARUE	1958-08-12	F	USA	Y	USA		2011-02-23
849-qp6	KAMINSKI	ELIZABETH	ROWENA	1992-11-23	F	Australia	Y	Mount Kuring-Gai	2080	2014-04-07
bfu-cq9	GADDIS	GERRY	JUDIE	1978-10-14	F	Somalia	Y	Somalia		2011-05-24
6ch-etf	VIA	RINA	JOSEPHINA	2006-05-27	F	Oman	Y	Oman		2014-11-11
jfh-txr	HOOPER	ALAN	DARON	1994-04-18	M	Norway	Y	Norway		2016-11-06
wde-3ep	JESSEE	DEMARCUS	ALDO	1959-08-04	M	Mexico	N	Mexico		2005-08-13
k2b-27r	DEGRAW	MYRON	DION	1961-03-08	M	Australia	Y	Kew (Vic.)	3101	2016-07-25
8fy-5tb	LINGLE	PATRICK	DENNIS	1934-04-28	M	Australia	N	Deniliquin	2710	2000-03-03
wxq-7v2	FRINK	JARRED	FILIBERTO	1988-05-24	M	Argentina	N	Argentina		2011-05-13
spf-bqu	STITH	SIGRID	LAVONDA	1948-05-07	F	Philippines	Y	Philippines		2008-03-05
049-zvr	SHIVER	MELVIN	WILLIS	1956-07-13	M	Australia	N	Yanmah	6258	2004-01-11
w3c-oug	HILDERBRAND	JANNIE	GENEVIEVE	1980-10-21	F	Australia	Y	West Wyalong	2671	2012-08-26
pq3-cv7	DUNGAN	AUGUSTINE	DARRIN	1990-12-23	M	Australia	Y	Clifton Beach (Tas.)	7020	1999-05-08
tt5-w8v	COMSTOCK	VICTOR	LUCIANO	1979-06-24	M	Australia	Y	Kenebri	2396	2014-02-17
fc6-euh	RAPER	PERCY	DARIO	1965-10-13	M	Gambia	Y	Gambia		2013-02-06
z89-tux	LOOK	ERNIE	LOU	1974-01-10	M	Estonia	Y	Estonia		2003-06-18
qj3-yr5	MACARTHUR	CRISTINE	CATHI	1971-09-04	F	Greece	Y	Greece		2016-11-06
9v2-wo6	PASCUA	LIDIA	MITTIE	1956-02-13	F	Colombia	N	Colombia		2017-07-01
icv-yrz	DOMINICK	KARINA	MAY	1977-01-04	F	Australia	Y	Old Noarlunga	5168	2001-02-05
802-yc7	FLEENOR	CHRISTY	NICOLA	1974-01-09	F	Gabon	Y	Gabon		2002-06-11
ccq-au9	HOLZER	THOMAS	JOE	1948-10-24	M	Australia	N	Wacol	4076	2009-06-14
5ae-u7h	LAMBERSON	BOBBIE	LAVERN	1972-12-17	F	Australia	Y	Jannali	2226	2017-01-08
pss-t3u	NATALE	CLARISSA	FAITH	1952-04-05	F	Egypt	Y	Egypt		2005-04-02
cwb-nhu	BARKER	CAMI	JESICA	1975-03-22	F	Australia	Y	Toolakea	4818	2017-06-21
w3j-h9q	RABY	SONNY	MAXIMO	1978-03-03	M	Australia	Y	Beerwah	4519	2012-06-22
94a-4no	HATMAKER	TREVOR	ARTURO	1959-03-28	M	Canada	Y	Canada		2013-04-27
jrn-68x	HURD	KRISTI	EVALYN	1968-07-13	F	Cambodia	Y	Cambodia		2012-02-11
zyv-rqb	CLOYD	LYNNE	LEISA	1958-05-22	F	Somalia	Y	Somalia		2007-04-10
cbw-hxg	BEDFORD	MAURA	LAURETTA	2002-04-24	F	Turkey	Y	Turkey		2014-05-10
9wo-i36	FANCHER	AIMEE	FELECIA	1966-09-21	F	Lesotho	Y	Lesotho		2004-12-14
t9h-4pm	YANDELL	CHARLES	DANA	1934-08-03	M	Australia	N	Holmview	4207	2002-07-17
ucb-kzj	LIEB	MAI	PATRICIA	1964-02-12	F	Australia	Y	Mirani	4754	1999-01-08
54u-hbs	KERR	PIERRE	ALFRED	1944-02-10	M	Australia	Y	Beverly Hills	2209	1998-02-13
p06-xss	LETT	SANTIAGO	KENDALL	1975-06-09	M	Guyana	Y	Guyana		2002-09-04
x5t-7ym	WINES	OFELIA	LESLIE	1964-09-12	F	Australia	Y	Caulfield South	3162	2016-06-16
sem-iku	EILERS	MARTINA	DOROTHY	1974-12-09	F	Armenia	N	Armenia		2006-09-23
xww-5fi	FAIR	DEWAYNE	JAMEY	1972-02-14	M	Australia	Y	Braemore	4313	2006-12-06
9kv-qmz	MOREHOUSE	SELMA	MARISOL	1969-01-20	F	Guadeloupe	Y	Guadeloupe		2008-04-01
8n5-nf3	SHORE	ROBIN	DEMETRIUS	1957-05-19	M	Australia	Y	Belimbla Park	2570	2011-05-16
nbz-zyn	COOLEY	NANNIE	FLORENCE	1962-02-20	F	Australia	Y	Rozelle	2039	2003-09-17
x2r-if9	SEABROOK	SYLVESTER	NOLAN	1983-04-05	M	Australia	Y	Ashfield (NSW)	2131	2015-10-01
2if-eez	HUSTED	DAMION	DOMINICK	1979-03-26	M	Australia	Y	St Marys (SA)	5042	2000-08-03
hen-wi3	TURGEON	MARGOT	FELICITAS	1950-04-11	F	Honduras	N	Honduras		2011-09-28
o4j-gg3	FOGG	FAUSTINO	WILFORD	1957-05-07	M	Australia	Y	Park Orchards	3114	2007-05-20
fnf-mdi	BRAYTON	EDMUNDO	DARIUS	1976-01-01	M	Malawi	Y	Malawi		2011-04-13
u7o-xne	BROUSSEAU	NUMBERS	KENNETH	1953-12-15	M	Lithuania	N	Lithuania		2016-07-09
fqq-a5t	PELHAM	ALLIE	ILONA	1990-04-24	F	Australia	Y	Coolangatta (Qld)	4225	1999-10-20
ou7-ya9	ENGER	ANISSA	CHARLEEN	1983-05-20	F	Australia	Y	Stockton (NSW)	2295	2011-06-21
tj3-wor	BACON	GLORIA	CATHRYN	1956-05-21	F	Australia	Y	Manly Vale	2093	2010-05-23
r0m-t2z	ACKER	CORTEZ	ARNULFO	1991-02-05	M	Australia	Y	Heathpool	5068	2015-08-25
um4-cbo	VAUGHT	ELDON	ESTEBAN	1980-07-05	M	Netherlands	Y	Netherlands		2007-04-06
5pq-s57	JUSTICE	ELNA	MIRIAN	2003-05-20	F	Chile	Y	Chile		2010-08-28
ps3-pez	FREED	OCTAVIO	ANDREW	1952-04-25	M	Australia	N	Nords Wharf	2281	2016-01-17
kui-fcn	MACNEIL	EMERSON	CHUNG	1992-10-20	M	Australia	Y	Banksmeadow	2019	2004-04-06
d3i-087	STRAYER	SABRINA	ELVIRA	1984-04-04	F	Australia	Y	Lawson (ACT)	2617	2012-04-14
7xa-eo2	FLAHERTY	JEANETTA	ANGELLA	1965-11-25	F	Australia	Y	Armstrong Beach	4737	2004-05-08
2sr-j45	HAMMER	TONJA	CHASTITY	1995-11-21	F	Vietnam	Y	Vietnam		2016-10-25
v6d-gix	KLINGLER	TOBY	EDGARDO	1957-11-28	M	Australia	Y	Corlette	2315	2013-10-10
65x-ygq	CONSTANT	LINO	JOSEF	1991-11-09	M	Cape Verde	Y	Cape Verde		2017-05-03
2uo-cty	LANCE	JED	GRADY	1945-07-12	M	Australia	Y	Crestmead	4132	2004-05-25
0ew-78r	STANDISH	JAMES	JAMAL	1939-03-25	M	Australia	N	Logans Crossing	2439	2001-11-20
6g9-aay	LEBLANC	BRYANT	JAMEL	1991-10-07	M	Australia	Y	Pooraka	5095	1998-11-17
kae-a6m	ANDREW	RANDALL	AGUSTIN	1984-04-16	M	Australia	Y	Stanmore (NSW)	2048	2010-02-24
2va-rac	DEMPSEY	MURRAY	HERSCHEL	1943-12-26	M	Australia	Y	Everton Hills	4053	1998-01-09
oz5-82y	BULLIS	GAYE	TAMMI	1998-03-25	F	Vietnam	Y	Vietnam		2004-01-23
6te-8b0	STROM	DEVIN	LONG	1958-08-13	M	Honduras	Y	Honduras		2007-06-26
xts-cik	WEINSTOCK	CONCEPCION	DENNA	1999-04-04	F	Australia	Y	Springsure	4722	2011-12-19
qz9-0i5	CUPP	CASSANDRA	MAURINE	2001-12-28	F	Colombia	Y	Colombia		2011-03-27
yx7-znr	WINGFIELD	ELWOOD	COY	1990-11-19	M	Turkey	Y	Turkey		2003-02-18
vw8-ai3	KIRKENDALL	BLANCA	GENEVIEVE	1994-03-21	F	Hungary	Y	Hungary		2017-04-08
a07-3it	NESS	MYONG	CHARMAINE	1972-10-09	F	Australia	Y	Milperra	2214	2005-10-09
wwt-ucj	HOUCHIN	ADA	JADA	1943-01-02	F	Norway	N	Norway		2008-08-15
ia9-hir	PETROVICH	HERSHEL	FRANKIE	1986-01-14	M	Liberia	Y	Liberia		2011-05-14
cpe-rxv	ALBRECHT	BRIGITTE	MARYLIN	1960-04-14	F	Singapore	Y	Singapore		2002-04-21
r9t-44e	LEHNER	OPHELIA	SAMATHA	1982-09-23	F	Australia	Y	Padthaway	5271	2015-06-27
vqo-uia	STANDIFER	KEENAN	JEFFRY	1986-04-19	M	Australia	Y	Cable Beach	6726	2007-07-11
j4y-bu8	CROCHET	SERENA	TARA	1963-11-04	F	USA	Y	USA		2008-07-20
5go-iw6	KOH	LINWOOD	SOLOMON	1950-11-24	M	Australia	N	Reynella	5161	2017-03-19
qn3-8mq	EASTERDAY	HELGA	JUDY	1942-01-02	F	Armenia	N	Armenia		2006-04-28
x2u-ee6	PRITCHARD	MARY	DENIS	1975-06-01	M	Gambia	Y	Gambia		1999-09-04
nyw-gyk	VANG	LORIE	ANGELINE	1980-06-05	F	Australia	Y	Monjingup	6450	2013-08-06
3k8-5p3	SHARON	LAWERENCE	PAT	1970-07-12	M	Australia	Y	Moonford	4630	2004-04-24
74r-uti	BROWER	CARL	CURTIS	1955-06-07	M	Australia	N	Balaklava	5461	2016-05-04
059-3cj	STEVENS	ROSETTA	SUE	1983-08-04	F	Australia	Y	South Plympton	5038	2013-10-22
3v9-zsa	PERSON	HUBERT	DARIUS	1937-07-05	M	Australia	Y	Darlington (WA)	6070	2005-10-26
mzv-9q8	BOMAN	GWEN	CLARE	1946-08-15	F	Great Britain	Y	Great Britain		2004-12-04
p3w-a55	PATEL	MOIRA	DESSIE	2001-02-28	F	Great Britain	Y	Great Britain		2009-01-04
ee9-0fo	BINION	JENNETTE	JEWELL	1976-11-22	F	Australia	Y	Parkville (Vic.)	3010	2017-06-17
qpo-sg6	NESBITT	GENE	GARFIELD	1945-12-04	M	Pakistan	Y	Pakistan		2010-03-10
5a2-w7j	WOODCOCK	TIMMY	DAMIEN	1970-07-23	M	Australia	Y	Bethania	4205	2017-08-03
f77-z8c	HUBBARD	FLORA	BRIANNE	1948-07-03	F	Eritrea	Y	Eritrea		2012-10-24
ocv-735	KANIA	LAVONNE	GILDA	1990-02-02	F	Pakistan	Y	Pakistan		2013-01-19
5rd-iyi	KERSHAW	SHAYLA	HORTENSIA	1990-11-20	F	Burkina Faso	Y	Burkina Faso		1998-11-28
got-ia8	JASON	TAWANNA	FRIEDA	1968-06-05	F	Lithuania	Y	Lithuania		2001-11-13
iwg-pir	KIMBERLIN	MOLLY	FILOMENA	1968-09-25	F	Australia	Y	Wunkar	5333	2015-01-20
nbg-n5w	BROKAW	MINDY	MAGDA	1967-11-08	F	Laos	Y	Laos		2007-06-16
hy7-kbx	NORTON	CARRIE	KIRSTEN	1974-11-08	F	Bulgaria	Y	Bulgaria		2001-08-03
hyb-46m	MCGREGOR	TOBY	LURA	1952-07-03	F	Australia	Y	South Guyra	2365	2004-07-01
927-zrj	TABER	ANDREAS	DEANDRE	1937-10-14	M	Australia	Y	Coromandel Valley	5051	2000-04-11
egw-eiq	MCNULTY	DARREL	PEDRO	2003-12-21	M	Australia	Y	Trunding	4874	2009-03-05
x9u-0a5	BYERS	EZEKIEL	LAMONT	1990-07-18	M	Australia	Y	Orchard Hills	2748	2005-01-19
c8z-7da	GABEL	BOYD	ROOSEVELT	1989-03-05	M	Burundi	Y	Burundi		2000-11-13
7fm-cky	STREIT	MEAGAN	ELVERA	2006-07-18	F	Indonesia	Y	Indonesia		2014-02-18
gpw-0yk	RINEHART	VIRGILIO	ANDREAS	1975-05-16	M	Australia	Y	Faulconbridge	2776	2009-11-26
5b7-kwn	WOODY	KENYA	JOSETTE	1959-04-14	F	Indonesia	Y	Indonesia		2008-07-22
tkd-7jh	TUDOR	FELIX	LOREN	1993-04-08	M	Honduras	Y	Honduras		2013-12-04
9r2-crt	RENZ	ALEXIS	WILLIAMS	1953-08-23	M	Australia	Y	Castle Donnington	3585	2002-06-04
83k-oiy	BALMER	MIMI	KIRSTIN	1989-06-14	F	Australia	Y	Salisbury North	5108	2017-12-20
329-d94	GILLILAND	PEDRO	BENEDICT	1956-11-03	M	Australia	Y	Haymarket	2000	2006-06-20
2p9-qop	MCLAIN	IRENE	UNA	1966-02-13	F	Australia	Y	Kensington (NSW)	2052	2003-02-11
zq8-88k	MOAK	MARLON	MATTHEW	2006-04-18	M	Australia	Y	Cardup	6122	2016-03-22
4yy-ot8	ALBRIGHT	LORENE	NIKKI	1964-08-08	F	Guinea	Y	Guinea		2014-11-26
h9w-3z0	WILD	MAXWELL	CURTIS	1952-12-02	M	Australia	N	Madora Bay	6210	2017-06-25
skd-wqc	DEROSE	MATTHEW	MORGAN	1986-03-13	M	Australia	Y	Millswood	5034	2010-06-26
u5m-qse	BUHL	MIKEL	HERBERT	1940-12-04	M	French Guiana	Y	French Guiana		2003-10-11
n4b-x5m	DEARTH	FELIPE	JEROMY	1997-12-02	M	Armenia	Y	Armenia		2010-02-04
0oy-2xr	WAITE	FREIDA	WILLIE	1955-07-05	F	Cameroon	Y	Cameroon		2000-02-09
2ar-hrz	SISSON	ILSE	BIANCA	1996-02-15	F	Australia	Y	Kirribilli	2061	2000-09-19
3nr-73k	REMY	LASHONDA	GENE	1983-05-25	F	South Korea	Y	South Korea		1999-10-07
9v0-x7u	BRUCE	ANTWAN	KENNITH	1958-07-07	M	Australia	Y	Arcadia Vale	2283	2011-06-28
xjv-8cw	COVERT	SHARI	AUBREY	1951-05-11	F	Australia	Y	Farmborough Heights	2526	2006-09-09
gab-ucn	MARVIN	ZACKARY	DAVID	1999-10-26	M	Australia	Y	Birkdale	4159	2008-08-09
8ay-k36	BREHM	DUDLEY	NATHANIAL	1967-08-24	M	Australia	Y	Normanville (SA)	5204	2000-09-22
mhw-65x	DURDEN	DAVID	SIDNEY	1975-10-24	F	Australia	Y	Ravensbourne	4352	2017-02-17
pjy-o9b	AUCOIN	RANDELL	WILBERT	1977-10-18	M	Poland	Y	Poland		2010-04-06
zyg-u8w	BOWDEN	SAMUAL	COLTON	1980-08-01	M	Australia	Y	Burwood (Vic.)	3125	1998-11-15
epw-vj5	BECHER	ALESHA	LILIAN	1988-09-06	F	Australia	Y	Barragup	6209	1999-03-20
7dw-0gm	OSWALD	DERICK	TERRY	1975-10-06	M	Australia	Y	Koonawarra	2530	1998-08-23
7dj-kt4	LOMAX	ALVA	KENDALL	1957-10-27	M	Hungary	N	Hungary		2006-06-04
bvd-auw	STATES	AVA	MELISSA	1996-11-05	F	Australia	Y	Parkside (Qld)	4825	2013-12-17
jzp-2he	SOUCY	RANDAL	KORY	1946-09-26	M	Australia	Y	Longford (Vic.)	3851	2004-01-10
807-2gx	CROZIER	HORACE	JEFFREY	1983-04-02	M	Australia	Y	Laceby	3678	2003-07-26
ish-y0c	BETTENCOURT	DORRIS	MAGGIE	1993-09-22	F	Australia	Y	Vermont South	3133	2002-05-16
8px-9i9	CHILSON	ALBERTA	MILDRED	2003-09-11	F	Australia	Y	Dulwich Hill	2203	2007-02-28
wo5-zfv	LYNN	ARDITH	LEESA	1999-11-02	F	Australia	Y	Ambleside	7310	2006-08-07
4o9-862	ODONNELL	GERALYN	PRINCESS	1932-11-04	F	Papua New Guinea	Y	Papua New Guinea		2001-06-05
vme-c59	WYCKOFF	ALPHONSE	CYRIL	1979-06-25	M	Australia	Y	Onslow	6710	2017-03-06
tfn-ncf	VANDENBERG	ROCHELLE	DANIELA	1996-07-15	F	Australia	Y	Melba	2615	2001-03-22
zav-roa	WARDELL	BROOKS	KEN	1954-10-20	M	Australia	Y	Arakoon	2431	2016-03-28
nkz-ey9	DUFFIELD	MADONNA	GILDA	1998-07-11	F	Australia	Y	Harris Park	2150	2004-08-18
ufb-jbu	IRVINE	FREDDIE	ELIJAH	1971-12-22	M	Australia	Y	Monterey	2217	2009-02-18
ua9-igw	FREUND	ALISON	KATIE	1963-02-12	F	Australia	Y	Ethelton	5015	2004-03-12
o4x-704	ALLISON	MARGE	CAROLEE	1959-09-20	F	Australia	Y	Northbridge (NSW)	2063	1998-12-15
qwd-grc	ZIEGLER	SYLVESTER	COY	1947-06-12	M	Australia	Y	Lalor	3075	2002-05-07
fpz-6r6	GILLARD	DUSTY	HERSCHEL	1968-04-25	M	Malta	Y	Malta		2003-08-03
a7m-fk5	BEDARD	ROSANNE	GENEVIEVE	1974-09-22	F	Australia	Y	Lathlain	6100	2011-09-11
dke-jnm	BECKETT	QUENTIN	RUDY	1970-11-25	M	Bulgaria	Y	Bulgaria		2002-06-21
7t3-3tg	VANSLYKE	DOMENIC	WILFREDO	1958-03-13	M	Australia	Y	Chidlow	6556	2014-01-23
eu4-hfb	CHRISTEN	OLIVER	LYMAN	1986-07-13	M	Australia	Y	Bayswater (WA)	6053	2013-01-03
26w-bs5	NAUGLE	JAVIER	WILFORD	1966-03-10	M	Australia	Y	Seaforth (NSW)	2092	2002-01-02
kif-5kr	WINDLE	CIARA	ERNESTINA	1947-09-12	F	Australia	Y	Moffatdale	4605	2006-04-28
7n9-gw7	NICHOLS	ALANNA	NORA	1982-06-01	F	Iran	Y	Iran		2014-04-02
tui-5vj	MERRILL	KRAIG	EARLE	1949-02-28	M	New Zealand	Y	New Zealand		2009-11-05
uqz-9mk	MCKEON	OTIS	JOSH	1952-01-13	M	Australia	Y	Hurlstone Park	2193	2003-04-06
k3g-iz7	HANNER	MARTY	KELLEY	1984-10-20	M	Australia	Y	Port Broughton	5522	2006-10-28
95c-2ng	DRAKE	SILAS	AMADO	1986-11-27	M	Indonesia	Y	Indonesia		2008-10-12
